"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","field_expo_note_value","field_expo_sous_titre_value","field_oeuvre_adresse_web_url","filenames"
"Clouzot et les arts plastiques: une suite contemporaine","Topographie de l'Art, 15 Rue de Thorigny, 75003 Paris (FRA)","groupe","2017-11-17T00:00:00","2018-01-12T00:00:00","Paul Ardenne","2017-PARISTOPOGRAPHIE2",NULL,NULL,NULL,NULL
"Collection / Etape 01","Musée d'Art Contemporain Val-de-Marne, Vitry-sur-Seine (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-VITRY",NULL,NULL,NULL,NULL
"Colmar","Colmar","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2011-E-COLMAR",NULL,NULL,NULL,"2011-e-colmar-4.jpg,2011-e-colmar-3.jpg,2011-e-colmar-2.jpg,2011-e-colmar-1.jpg"
"Comme une fleur","Centre Culturel Aragon - Salle Miklos, 88 cours de Verdun, 01100 Oyonnax (FRA)","groupe","2017-05-10T00:00:00","2017-05-11T00:00:00","Centre Culturel Aragon","2017-E-OYONNAX",NULL,NULL,NULL,NULL
"Compkuenstlerg","Künstlerwerkstatt computerunterstützte kunst, Munich (DEU)","groupe","1993-01-01T00:00:00","1993-01-01T00:00:00",NULL,"1993-E-MUNCHENKUNST",NULL,NULL,NULL,NULL
"Complex Meshes 2017","ARTREPUBLIC, 100 N. Laura Street, Jacksonville (USA)","perso","2017-11-01T00:00:00","2017-11-12T00:00:00",NULL,"2017-E-JACKSONVILLE","www.artrepublicglobal.com",NULL,NULL,NULL
"Continent","LMS Gallery, Place du Châtelain 37, 1050 Bruxelles (BEL)","groupe","2017-11-17T00:00:00","2017-12-22T00:00:00",NULL,"2017-E-BRUXELLES",NULL,NULL,NULL,NULL
"Contre nature","Villa Kujoyama, Kyoto (JPN)","perso","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-KYOTO",NULL,NULL,NULL,NULL
"Couleurs plurielles","Galerie Wagner, Passage de la mer, 96 rue de Paris, 62520 Le Touquet-Paris-Plage","groupe","2017-07-29T00:00:00","2017-09-17T00:00:00","Galerie Wagner","2017-E-PARISWAGNER","Le vernissage eut lieu le samedi 29/07/2017 à 18h.",NULL,NULL,NULL
"Croissances & Mutations","Espace Landowski, 28 avenue André Morizet, 92104 Boulogne-Billancourt (FRA)","perso","1998-12-05T00:00:00","1999-01-31T00:00:00","Frank Popper, Espace Landowski","1998-E-BOULOGNEBILLANCOURT","Installation de réalité virtuelle interactive, Atau Tanaka (musique) et Mâa (logiciel AAAseed),
Commande faite à l'artiste par la vielle de Boulogne-Billancourt à l'occasion de l'inauguration de l'Espace Landowski.
Les journées inaugurales eurent lieu le 5 décembre de 10h à 18h et le 6 décembre de 13h à 18h.
L'exposition était censée voyager en Europe en partenariat avec le Ministère des Affaires Etrangères (AFAA).","Art virtuel, Créations interactives et multisensorielles",NULL,"1998-e-croissmutprojet.jpg,1999-e-boulognebillancourt.jpg,img347.jpg,1999-e-boulogneespacelandowsky.jpg,1998-e-croissmutaffiche.jpg,1998-e-croissmuttourbillon.jpg,1998-e-croissmutci.jpg,img346.jpg"
"Crossborders","Grand Comptoir de la gare, Metz (FRA)","perso","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-METZ","Dans le cadre de \"Luxembourg,Grande Région, Capitale européenne de la Culture 2007\" - Metz.","-",NULL,"2007-e-metz-2.jpg,2007-e-metz-3.jpg,2007-e-metz-4.jpg,2007-e-metz-5.jpg,2007-e-metz-1.jpg"
"D'Amour et de Vie, la passion, origine de toute création","Centre Culturel de l'Ambassade d'Ukraine en France, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00","-","2010-E-PARISAUKRAINE","-","-",NULL,"2010-e-parisaukraine-6.jpg,2010-e-parisaukraine-5.jpg,2010-e-parisaukraine-1.jpg,2010-e-parisaukraine-2.jpg,2010-e-parisaukraine-4.jpg,2010-e-parisaukraine-4.jpg"
"D'un rêve à l'autre","Domaine de Trévarez, 29520 Saint-Goazec (Finistère), (FRA)","perso","2018-11-24T00:00:00","2019-01-06T00:00:00",NULL,"2018-E-TREVAREZ","Chemins du patrimoine en Finistère",NULL,NULL,NULL
"D'une image qui ne serait pas du semblant - La photographie écrite. 1950/2005","Passage de Retz, Paris (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-PARISRETZ",NULL,NULL,NULL,NULL
"Datacity","Centre des Arts, 12-16 rue de la Libération, 95880 Enghien-les-Bains","groupe","2017-03-29T00:00:00","2017-03-29T00:00:00","Centre des Arts, Enghien-les-Bains","2017-E-ENGHIEN","Exposition collective du Réseau des villes créatives UNESCO; artistes: Miguel Chevalier et Anne Roquigny.
Vernissage 20 avril 2017 18h30, entrée libre.
Exposition du 21 avril au 13 juillet 2017.",NULL,NULL,"2017-e-enghienv.jpg"
"dbb notaires associés nouvel accrochage","dbb notaires associés, 15 rue Roquepine 75008, Paris (FRA)","groupe","2019-06-06T00:00:00","2020-06-06T00:00:00","dbb ","2019-E-PARISDBB","Nouvel accrochage de l'Etude dbb (Georges Dintras, Olivier Bossé et Julie Brami)qui met à l'honneur Miguel Chevalier",NULL,NULL,NULL
"De Calder à Koons, bijoux d'artistes. ","Musée des arts décoratifs, 107 rue de Rivoli, 75001 Paris (France)","groupe","2018-03-07T00:00:00","2018-07-08T00:00:00","Musée des arts décoratifs","2018-E-PARISMAD",NULL,"La collection idéale de Diane Venet",NULL,NULL
"De l'analogie au numérique","Paris, Galerie Sylvana Lorenz","perso","1988-06-01T00:00:00","1988-07-30T00:00:00","Sylvana Lorenz","1988-E-PARISLORENZ",NULL,NULL,NULL,NULL
"De l'analogique au numérique","Musée d'art et d'histoire, Belfort (FRA)","perso","1992-02-21T00:00:00","1992-04-05T00:00:00",NULL,"1992-E-BELFORT",NULL,NULL,NULL,NULL
"De la nature symbolique aux jardins virtuels","Musée Maurice Denis, Saint-Germain-en-Laye (FRA)","perso","2010-12-07T00:00:00","2011-02-27T00:00:00","Musée Maurice Denis","2010-E-MUSEEMDENIS","A l’occasion de son 30e anniversaire, le musée Maurice Denis propose un nouveau parcours à travers ses collections et a convié l’artiste numérique Miguel Chevalier à réaliser quatre installations en résonance avec les œuvres présentées.
Miguel Chevalier : artiste invité de cet anniversaire.
En résonance avec ce nouveau parcours, Miguel Chevalier, célèbre pour ses « re-créations de nature », a conçu spécialement pour le musée Maurice Denis quatre grandes installations de réalité virtuelle génératives qui re-visitent le thème de la nature chère aux artistes symbolistes et nabis. Faisant écho à leurs peintures, ses œuvres numériques, qui fonctionnent comme des simulacres de la nature nous parlent de la vie, de la mutation et du mouvement perpétuel. La surprise et l’émotion du spectateur, entraîné dans un univers mouvant et coloré et englobé dans un dialogue interactif l’inclinent à porter un nouveau regard sur l’art.
Digital Waterlilies est une installation interactive projetée au sol dans la salle où est exposée la Légende de Saint Hubert, premier grand décor mural de Maurice Denis.
Immense parterre de fleurs évoluant à l’infini, Digital Waterlilies prolonge au sol les sept panneaux de l’œuvre de Denis où la forêt a une grande part et immerge le visiteur dans une nature mouvante. 
Ces fleurs naissent aléatoirement, s’épanouissent et rampent sous les pieds des visiteurs, réagissent au
passage du public selon les déplacements grâce à des capteurs de présence. Elles disparaissent, puis réapparaissent différemment en formant d’insolites ballets végétaux.
Projetées sur écran, les Fractal Flowers se confrontent aux Fleurs étranges d’Odilon Redon. 
Ces fleurs fractales sont générées à l’infini. Elles naissent aléatoirement, s’épanouissent puis
disparaissent. Elles dévoilent des formes poussées à l'extrême de leur géométrisation. Nous sommes ici dans un univers végétal très intriguant qui évolue aux frontières d'un monde mi-minéral, mi-animal. Ces fleurs ont à la fois une monumentalité par leurs formes géométriques et un aspect évanescent lorsque en quelques secondes, elles s'évaporent dans l'air.
Sur-natures 2010, jardin virtuel génératif et interactif, est projeté au mur en regard de Femme dans un paysage d’Ile-de-France de Kerr Xavier Roussel, une toile de très grand format. Les entrelacs du luxuriant jardin virtuel constitué de fleurs filaires et luminescentes qui poussent
aléatoirement, répondent à l’explosion des couleurs, à la vibration de la lumière et à l’élan foudroyant et léger du tableau de Kerr Xavier Roussel. Une invitation au mouvement et à la danse pour les visiteurs…
Nouvelle création de Miguel Chevalier présentée pour la première fois au public, Digital Clouds est projetée au plafond de la chapelle du musée. 
Le ciel irréel de Digital Clouds, constitué de nuages de synthèse se génère à l'infini. Ces nuages se fondent avec le ciel peint par Maurice Denis. Les visiteurs ont ainsi la tête dans les nuages et l’installation invite à la  peint par Maurice Denis. Les visiteurs ont ainsi la tête dans les nuages et l’installation invite à la rêverie.","Chefs d'oeuvres et inédits des collection",NULL,"2010-ff-calendrieravent.jpg,2010-e-mdenis-3.jpg,2010-e-mdenis-8.jpg,2010-e-mdenis-7.jpg,2010-e-mdenis-6.jpg,2010-e-mdenis-5.jpg,2010-e-mdenis-4.jpg,invitation_musee_maurice_denis.jpg,invitation_musee_maurice_denis1.jpg,carte_postale.jpg,2010-e-mdenis-1.jpg,2010-e-mdenis-2.jpg"
"De leur temps","Musée des Beaux-Arts, Tourcoing (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-TOURCOINGMBXA",NULL,NULL,NULL,NULL
"De leur temps. Collections privées Françaises","ADIAF, Musée des Beaux-Arts, Tourcoing (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-TOURCOINGADIAF",NULL,NULL,NULL,NULL
"De nature en sculpture","Villa Datris, 7 avenue des 4 Otages, 84800 Isle sur la Sorgue","groupe","2017-05-26T00:00:00","2017-11-01T00:00:00","Daniele Kapel-Marcovici et Laure Dezeuze assistée de Jules Fourtine","2017-E-ISLESURSORGUE",NULL,NULL,NULL,NULL
"De nature en sculpture, 2018","Espace Monte-Cristo, 9 rue Monte-Cristo, 75020 Paris (F)","groupe","2018-04-05T00:00:00","2018-09-16T00:00:00",NULL,"2018-E-PARISMONTECRISTO","Œuvres de la collection de la fondation Villa Datris",NULL,NULL,NULL
"Découverte","Museo internacional de eelectrografia, Cuenca (ESP)","perso","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-CUENCA",NULL,NULL,NULL,NULL
"Dedans, dehors","Espace Jules Vernes, Brétigny-sur-Orge (FRA)","groupe","1989-01-01T00:00:00","1989-01-01T00:00:00",NULL,"1989-E-BRETIGNY2",NULL,NULL,NULL,NULL
"Des artistes en leur monde","Drouot-Montaigne, Paris (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PARISDROUOT",NULL,NULL,NULL,NULL
"Desviaciones","Museo Provincial de Fotografia - Palacio Dionisi, avenue Hipolito Yrigoyen 622, Cordoba - Argentine","groupe","2019-06-13T00:00:00","2019-09-21T00:00:00","Fernando Farina","2019-E-CORDOBA","Parrainé par: Ambassade de France et Institut français",NULL,NULL,NULL
"Dialogues méditerranéens","Citadelle, Saint-Tropez (FRA)","groupe","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-STTROPEZ",NULL,NULL,NULL,"2007-e-sttropez-1.jpg,2007-e-sttropez-4.jpg,2007-e-sttropez-3.jpg,2007-e-sttropez-2.jpg"
"Digital Abysses, 2018","Base sous-marine, Bordeaux (FRA)","perso","2018-03-08T00:00:00","2018-05-20T00:00:00",NULL,"2018-E-BORDEAUX","Contact partenariats et mécénat: Flora Stich/The Desk - art contemporain (Bordeaux)",NULL,NULL,NULL
"Digital Arabesques","Corniche d'Abou Dabi, avec l'Alliance Française d'Abou Dabi (AED)","perso","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2011-E-ABOUDABI",NULL,NULL,NULL,NULL
"Digital Cristaux 2020 - Miguel Chevalier","Galerie Art Absolument, 11 Rue Louise Weiss, 75013 Paris","perso","2020-01-17T00:00:00","2020-03-15T00:00:00",NULL,"2020-E-PARISABSOLUMENT","Le vernissage eut lieu le 16/01/2020.
Film par Antoine Mossessian : https://vimeo.com/392423092 ",NULL,NULL,NULL
"Digital Icônes 2018","Le Grand Festival de Verdun, Chapelle de Saint-Nicolas, Verdun, (FRA)","perso","2018-07-20T00:00:00","2018-07-29T00:00:00","Le Grand Festival de Verdun","2018-E-VERDUN",NULL,NULL,NULL,NULL
"Digital Icons, 2018","AURORA Light, Video, Sound Biennal, City Hall, Dallas, USA","perso","2018-11-03T00:00:00","2018-11-04T00:00:00",NULL,"2018-E-DALLAS","https://dallasaurora.com/",NULL,NULL,NULL
"Digital Paradise","Daejeon Museum of Art Gallery, 396 Mannyeon-dong. Seo-gu, Daejeon (KOR)","groupe","2005-10-20T00:00:00","2005-12-18T00:00:00","Lee Ji-ho","2005-E-DAEJON",NULL,NULL,NULL,"2005-e-daejon-2.jpg,2005-e-daejon-3.jpg,2005-e-daejon-4.jpg,2005-e-daejon-1.jpg"
"Digital Paradise","Galerie Puerta Roja at The Space, 210 Hollywood Road, Sheung Wan, Hong Kong","perso","2014-10-09T00:00:00","2014-10-19T00:00:00","Adriana Alvarez-Nichol pour la Galerie Puerta Roja","2014-E-HONGKONG",NULL,NULL,NULL,"2015-e-puertarojahongkong.jpg"
"Digital Paradise 2006, Espaces Transitoires","Galerie Paris Sud, Cachan (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-CACHAN",NULL,NULL,NULL,NULL
"Digital Screen Show","Château d'Auvers-sur-Oise (FRA)","groupe","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-AUVERSUROISE",NULL,NULL,NULL,"2008-e-auversuroise-3.jpg,2008-e-auversuroise-4.jpg,2008-e-auversuroise-5.jpg,2008-e-auversuroise-6.jpg,2008-e-auversuroise-7.jpg,2008-e-auversuroise-8.jpg,2008-e-auversuroise-9.jpg,2008-e-auversuroise-1.jpg,2008-e-auversuroise-2.jpg"
"Digital Supernova 2019","Cathédrale Notre-Dame, Rodez, France","perso","2019-08-08T00:00:00","2019-10-18T00:00:00",NULL,"2019-E-RODEZCATHEDRALE",NULL,NULL,NULL,NULL
"Digital World","Espace Paul Ricard, 9 rue Royale, 75008 Paris (FRA)","perso","2000-09-14T00:00:00","2000-10-06T00:00:00","Espace Paul Ricard","2000-E-PARISRICARD","A l'occasion du vernissage qui eut lieu le jeudi 13/09/2000 fut présenté le CD-ROM réalisé avec Christine Buci-Glucksmann et Claude Micheli (SDI).",NULL,NULL,NULL
"Du politique au cosmique : voyages dans l'espace-temps","MK2, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISMK2",NULL,NULL,NULL,NULL
"Echt falsch","Museum Villa Stuck, Munich (DEU)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-MUNCHEN",NULL,"(vraiment faux)",NULL,NULL
"Editions Paul Bourquin","Art Paris, Paris (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-PARISBOURQUIN",NULL,NULL,NULL,NULL
"Editions Paul Bourquin","Art Paris, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISBOURQUIN",NULL,NULL,NULL,NULL
"Editions Paul Bourquin et Thinking Prints","Art Paris, Paris (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PARISBOURQUIN",NULL,NULL,NULL,NULL
"El horizonte","-","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-ELHORIZONTE","-","-",NULL,"2010-e-elhorizonte-5.jpg,2010-e-elhorizonte-4.jpg,2010-e-elhorizonte-3.jpg,2010-e-elhorizonte-2.jpg,2010-e-elhorizonte-1.jpg"
"El Origen del Mundo","Palacio de Bellas Artes, Mexico D.F., Mexique (MEX)","perso","2013-11-07T00:00:00","2013-11-10T00:00:00",NULL,"2013-E-MEXICO","Exposition durant le festival Filux, Festival Internacional de las Luces México.
El Origen del Mundo s’inspire de la biologie, des automates cellulaires et des micro-organismes. Des cellules se multiplient en abondance, se divisent, fusionnent, prolifèrent dans un rythme tantôt lent, tantôt rapide. Nous sommes face à un monde organique vivant, intriguant, en perpétuel renouvellement qui se mêle parfois à un univers de pixels. Ce monde en noir et blanc instable glisse progressivement vers des couleurs vives et saturées qui tourbillonnent, et donne forme à l'informe. Les courbes sinueuses qui ondulent sur la façade de Bellas Artes renoue avec les années 70 et créent des expériences visuelles inédites. Cette installation rend hommage aux artistes du muralisme mexicain, tels que David Alfaro Siqueiros, Diego Rivera et José Clemente Orozco... dont les peintures murales réalisées dans l'espace public étaient visibles par le plus grand nombre. Les différents tableaux graphiques colorés rappellent certains motifs décoratifs géométriques aztèques et les couleurs si présentes au Mexique, notamment avec les tissus, l'architecture, l'artisanat. Cette création, tel un nouveau « baroque technologique », renoue enfin avec les volutes et les courbes de l'architecture baroque très présente à Mexico et plus particulièrement le baroque extrême qu'est le churrigueresque.",NULL,NULL,"2013-om-ommexico3.jpg,2013-om-ommexico2.jpg,2013-om-ommexico1.jpg"
"ElectoScape","Museum of Modern Art, Shanghai (CHN)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00","Won-il Rhee Zendai","2005-E-SHANGHAI",NULL,NULL,NULL,NULL
"Electra 96","Henie Onstad kunstsenter, Hovikodden (NOR)","groupe","1996-01-01T00:00:00","1996-01-01T00:00:00",NULL,"1996-E-HOVIKODDEN",NULL,NULL,NULL,NULL
"Emotif pixel","Agence LCL, Nice (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-NICE",NULL,NULL,NULL,NULL
"Enghien?","Enghien","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-ENGHIEN","-","-",NULL,"2007-e-enghien-1.jpg,2007-e-enghien-2.jpg,2007-e-enghien-3.jpg"
"Epreuves numériques","Centre national de la photographie, Paris (FRA)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-PARISPHOTOGRAPHIE",NULL,NULL,NULL,NULL
"Estampes à Royaumont","Galerie L'Autre côté, Paris (FRA)","groupe","1989-01-01T00:00:00","1989-01-01T00:00:00",NULL,"1989-E-PARISGALAUTRECOTE",NULL,NULL,NULL,NULL
"Excess in the techno mediacratic-society","Musée, Arbois (FRA)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-ARBOIS",NULL,NULL,NULL,NULL
"Excess in the techno-mediacratic society","Shoshana Wayne Gallery, Santa Monica (USA)","groupe","1993-01-01T00:00:00","1993-01-01T00:00:00",NULL,"1993-E-SANTAMONICA",NULL,NULL,NULL,NULL
"Exposition fractale","Galerie Kahn, St'art 2000, Strasbourg (FRA)","groupe","2000-01-01T00:00:00","2000-01-01T00:00:00",NULL,"2000-E-STRASBOURG",NULL,NULL,NULL,NULL
"FairForSaatchi","Saatchi Gallery - Stand 2, London SW3 2ST, (UK)","groupe","2019-06-26T00:00:00","2019-06-30T00:00:00","Saatchi Gallery, London (UK)","2019-E-LONDRESSAATCHI","Dans le contexte de la FairForSaatchi",NULL,NULL,NULL
"FAUST","Toulouse","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-TOULOUSE","Forum des arts de l'univers scientifique et technique",NULL,NULL,NULL
"Festival de l'image et de l'informatique","Montreuil sous Bois","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-MONTREUILSOUSBOIS",NULL,NULL,NULL,NULL
"Festival des arts électroniques","Rennes","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-RENNES",NULL,NULL,NULL,NULL
"Festival des arts électroniques","Rennes","groupe","1987-01-01T00:00:00","1987-01-01T00:00:00",NULL,"1987-E-RENNES",NULL,NULL,NULL,NULL
"Festival La Novela","Musée des Abattoirs, Toulouse (FRA)","perso","2011-01-01T00:00:00","2012-01-01T00:00:00",NULL,"2011-E-TOULOUSE",NULL,NULL,NULL,"2011-e-toulouse-2.jpg,2011-e-toulouse-3.jpg,2011-e-toulouse-4.jpg,2011-e-toulouse-5.jpg,2011-e-toulouse-1.jpg"
"Festival Passagen","Cologne, Allemagne","perso","2011-01-17T00:00:00","2011-01-23T00:00:00","L'exposition a été organisée par l'Institut français de Cologne.","2011-E-SURNATFFCOLOGNE","L'exposition se compose de deux oeuvres: a) Sur-Natures, un nouveau jardin virtuel interactif projeté sur la façade de l'Institut français de Cologne; b) Fractal Flowers, un nouveau jardin virtuel interactif présenté au Design Quartier Ehrenfeld.
","Forum de design Cologne",NULL,"2011-ff-cologne2.jpg,2011-ff-cologne1.jpg,2011-sn-cologne1.jpg"
"Fétiches, fétichismes","Passage de Retz, Paris (FRA)","groupe","1998-01-01T00:00:00","1998-01-01T00:00:00",NULL,"1998-E-PARISRETZ",NULL,NULL,NULL,NULL
"FIAC 2004","Suzanne Tarasiève, Paris (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-PARISFIAC",NULL,NULL,NULL,NULL
"FIAC 2005","Galerie Suzanne Tarasiève, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISFIAC",NULL,NULL,NULL,NULL
"FIAC 2006","Suzanne Tarasiève, Paris (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PARISFIAC",NULL,NULL,NULL,NULL
"FIAC 88","Fiac, Grand Palais, Paris","groupe","1988-10-22T00:00:00","1988-10-30T00:00:00","Galerie Jade","1988-E-PARISFIAC","Galerie Jade",NULL,NULL,"1988-e-parisfiac-6.jpg,1988-e-parisfiac-5.jpg,1988-e-parisfiac-4.jpg,1988-e-parisfiac-2.jpg,1988-e-parisfiac-1.jpg"
